----------Proj-----------
prID,prStatus,StartDt,EndDt,prCap,PrimaryRel,PrimaryApp,actCostTot,workingFcst,pfourMarkBudg,markedBudg,actBudgVar,prePstDefTot,aetDefTot,defsPerMil,pstDefsPMil,prDom,prComp,baArchDevHrsPerDef,p4VelGateDt,actCostLabor,actCostHWSW,actCostKBC,PCRCt,invCateg,EBNCt,hrsTot,hrsTypeCons,hrsTypeFTE,hrsTypeKBC,hrsTypeOSVNear,hrsTypeOSVOff,hrsTypeOSVOn,hrsArch,hrsBA,hrsDev,hrsInf,hrsOther,hrsPM,hrsPS,hrsQA,hrsRsGeneric,hrsRsNamed,hrsDomA,hrsDomB,hrsDomF,hrsDomC,hrsDomD,hrsDomE,hrsDomS,hrsDomG,hrsDomH,hrsDomV,hrsDomT,hrsDomV2,hrsDomE2,hrsDomDD,hrsDomU,hrsDomW,hrsDomR,hrsDomZ,hrsDomI,hrsDomK,hrsDomL,hrsDomM,hrsDomOther,hrsDomN,hrsDomO,hrsDomP,hrsDomU2,expTeam,expPM,expBA,expArch,expDev,expQA,expInf,expPS,hrsKurTot,hrsBAArchDevOSVTot,hrsBAArchDevOffTot,pctBAArchDevOffsh,pr80PctDt,prStartDayOfYear
P411,Completed,03/04/2013,02/28/2014,hybrid,2013 AUG MAJOR,A1319 ,1503849.55,1457754,828952,1481642,1.014988472,51,51,33.91296689,0.664960135,B,Y,259,06/06/2013,1412865.55,17500,73484,14,IC257,6,20639,0,8362.1,87,40,6388.2,5761.7,1260,4429.6,7624.3,179.8,35,2843,41,4226.3,8614.6,12024.4,77,5693.8,2,1069.7,0,511,142,369,0,0,0,1364.2,0,0,0,2638.3,0,0,0,0,661.4,0,1501.9,38,3653.8,2916.9,0,3257,3514,2870,3308,3628,3196,NA,4157,-0.23,7627.1,3741,0.28,11/01/2013,63
P762,Completed,07/08/2013,11/11/2014,allOther,2014 FEB RELEASE 1,A1869 ,606450.02,612047,583306,583306,1.039677322,8,8,13.19152401,0,L,Y,831,12/12/2013,593588.02,0,12862,1,IC257,2,8826.1,0,3232.4,0,95,2614.9,2883.8,1136,2968,2546.5,0,0,789.9,71,1314.7,3325.2,5500.9,57,1283.8,36.5,118,0,0,313,584,0,0,0,295,0,132,0,697.9,0,0,0,0,2149.5,248,170.5,11,1332.5,1397.4,0,3310,4216,2933,3311,4491,2884,NA,4246,-1.26,4434,1874.8,0.28,02/01/2014,189
P596,Completed,11/18/2013,09/12/2014,allOther,2014 JUN RELEASE 1,A2917 ,1287289.23,1287607,1266509,1282215,1.003957394,52,52,40.39496237,0.776826199,O,Y,239,,1258103.23,510,28676,3,IC257,3,19400.2,0,6082.4,0,25,7812.8,5480,1243,2817.4,8357,151,0,1335,146,5350.8,11448.8,7951.4,71,4547,11,106,0,0,757,4108,0,235,0,5,0,96,4,665,0,0,0,0,508,899,501,210,4076.4,2600.8,0,3992,4229,3670,3691,4374,4384,NA,4259,-0.38,8234,4498,0.36,06/01/2014,322
P339,Completed,02/06/2012,01/07/2013,allOther,2012 NOV MAJOR,A159  ,1746900.59,1809640.95,1170872.08,1809387.27,0.965465282,108,108,61.82378128,6.869309031,F,N,152,05/02/2012,1746900.59,0,0,9,IC533,0,26898.7,0,3694.8,0,0,15431.3,7772.6,245,2542.1,13617.1,78.5,0,2142.9,142.1,8131,20437.8,6460.9,0,1105,24388.7,0,0,6,0,0,0,0,0,165,0,0,729,0,0,0,0,0,0,0,373,132,0,0,0,3440,2667,3485,3761,4300,4015,NA,4507,-1.69,14659.3,9556.7,0.58,11/01/2012,37
P365,Completed,02/04/2013,01/02/2014,allOther,2013 JUN MAJOR,A149  ,764527.08,746071.63,746071.63,746071.63,1.024736834,25,25,32.69995355,0,L,Y,309,04/30/2013,739453.08,25074,0,,IC152,59,11779.5,0,2290.2,0,0,6760,2729.3,262,1065.3,6405.3,7,8,320.5,99.9,3611.5,8386,3393.5,66,323,2690.4,0,0,0,600,0,0,0,0,537.5,0,1144.5,0,0,0,0,169,0,5278.3,0.5,314.3,606,0,50,0,3538,3888,2036,3165,4405,4558,NA,4788,-1.1,5815.8,4012.5,0.52,06/01/2013,35
P709,Completed,04/09/2012,04/27/2014,allOther,(blank),A1287 ,3453535.37,3300684,3300684,3300684,1.046308998,115,115,33.29921014,0.868675047,P,N,334,05/03/2013,3365196.16,0,88339.21,7,IC192,33,49718.7,0,18210.1,0,1437,14472.3,15599.3,2162.5,12862.4,23429.3,712,10,5862.4,180.1,4500,18796.6,30922.1,183,733,95,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,24,19,3749.9,366,1820.1,42723.7,0,3358,3766,2456,4046,4127,4195,NA,4555,-0.16,24197.6,11947.2,0.31,02/01/2014,100
P710,Completed,09/10/2012,06/25/2014,allOther,2013 MAY BCR,A1304 ,7945970.73,7874418,6437512,2057375,3.862188823,314,314,39.51688355,2.6428489,B,Y,232,03/06/2013,7365278.33,0,580692.4,23,IC257,35,114631.2,0,27735,0,504,59047.6,27344.6,3424.1,12087.4,57422.9,117,0,6575.5,391,34613.3,73020.7,41610.5,1012,2626,105582.4,0,0,0,13,0,0,0,0,108,0,0,185.6,112,0,0,0,0,0,740.6,2810.1,1231.5,20,190,0,3308,2511,2907,1208,4194,4053,NA,4153,-1.16,49740.2,32873.1,0.45,11/01/2013,254
P467,Completed,03/05/2012,06/06/2013,allOther,2012 DEC MINOR,A82   ,2368245.96,2393445,2074269,2074269,1.141725572,85,85,35.89154228,1.689013754,B,Y,152,07/06/2012,1614574.9,609,753062.06,17,IC257,16,24840.2,313,6122.2,0,0,11202.2,7202.8,999,1988,9919.1,391.4,7.3,2021,356.9,9157.5,15759.6,9080.6,0,11099.9,1676.2,0,0,23,0,0,0,0,0,8256.1,0,0,31,1547.2,0,576,0,25,51.9,346,1016.9,191,0,0,0,3408,3289,3511,2408,3267,4378,NA,4010,-1.61,8617.9,5451.5,0.42,01/01/2013,65
P711,Completed,06/06/2012,04/05/2013,agile,2012 DEC MINOR,A9953 ,396493.36,440761,390017,440017,0.901086458,6,6,15.13266199,0,B,Y,516,09/06/2012,388363.36,0,8130,4,IC257,1,5388.1,75,1826.8,0,0,2030.4,1455.9,117,1078.7,1898.8,6,2,1252.6,4.5,1028.5,2609.3,2778.8,0,3875.8,4.5,0,0,0,0,0,0,0,0,948,0,0,0,0,0,1,0,0,0,80,82.8,18.8,377.2,0,0,2479,3247,1516,557,3058,4168,NA,4625,0.54,2437,1343,0.43,12/01/2012,158
P771,Completed,01/22/2013,10/01/2014,allOther,2013 NOV MAJOR,A1304 ,4737484.23,4799579,3891859,4435750,1.068023272,157,155,33.139952,2.321907465,F,Y,194,05/22/2013,3243559.98,0,1493924.25,30,IC257,51,48881.1,0,14918.9,113,2314.2,19352.7,12182.3,1480.2,8764.9,19864.5,177.5,0,4498.2,337.2,13758.6,25312.2,23568.9,94,1031.1,33667.4,0,0,1774,1003,0,0,0,0,1420.5,710,0,148.7,0,0,0,1122,427,1700.6,3060.8,2065.3,0,643.7,13,0,3390,3848,3159,1641,3861,3218,NA,4255,-1.01,19664.9,10238.4,0.34,11/01/2013,22
P345,Completed,07/15/2013,04/08/2014,allOther,2013 NOV MAJOR,A82   ,1298845.01,1390625,856343,1450022,0.895741589,57,48,43.88514377,0,B,Y,180,08/29/2013,1080138.01,74259,144448,9,IC257,0,16996.7,0,4771.1,225,0,8067.6,3933,861,917.9,7078,162.3,0,1397.5,102.5,6477.5,10996.4,6000.3,0,11025.7,33.5,0,0,24.5,66,0,0,330,0,3805.7,0,0,0,103,0,0,0,0,18,415,1071.3,104,0,0,0,3614,3616,3810,2506,3737,4297,NA,4098,-0.37,5931.6,3710.1,0.42,02/01/2014,196
P504,Completed,11/01/2012,10/27/2013,allOther,2013 AUG MAJOR,A159  ,552963.02,560828.07,587596,587596,0.941059878,23,23,41.59410154,0,F,Y,168,01/30/2013,541005.02,0,11958,3,IC313,9,7907.9,0,3103.8,0,0,2952.2,1851.9,386,795,2687.3,48,0,1278.7,110.5,2602.4,3531.1,4376.8,0,0,6655.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,157.9,0,492.5,498.2,0,0,6,0,3689,4417,3996,2102,2738,4110,NA,4607,0.1,2664.8,1591.9,0.41,08/01/2013,306
P791,Completed,01/03/2012,03/29/2013,allOther,2012 AUG MAJOR,A1284 ,1032861.58,1036535.28,1026046,1036535.28,0.996455789,14,13,13.55457524,0,B,Y,564,03/22/2012,1004224.95,27676,960.63,4,IC313,7,14474.9,0,5204.8,0,0,4672.9,4597.2,730.5,1849,4753.3,77,0,2783.8,166,4115.3,5957.8,8517.1,0,9238.3,3787.1,0,0,27,0,0,0,0,0,405,0,0,0,0,0,51.5,27.5,37,0,204.5,528,164,0,5,0,3591,3866,2082,3181,4200,4330,NA,4496,-1.4,4195,2107,0.29,08/01/2012,3
P342,Completed,01/10/2012,01/01/2013,allOther,2012 NOV MAJOR,A1826 ,690481.95,689798,748781.98,711141,0.970949432,12,12,17.37916538,0,M,Y,306,05/10/2012,620494,0,69987.95,5,IC313,18,8998.5,95,5086,0,0,2475.7,1341.8,266,279.8,3129.3,2,0,1730.1,104.5,3486.8,3099.7,5898.8,0,175.8,722.3,0,0,21,0,0,0,0,0,775.6,0,0,93.8,0,0,625.2,0,65,135.5,6011.6,315.7,57,0,0,0,3734,2767,4572,1115,3723,4420,NA,3996,-1.45,2276.6,1570.8,0.43,11/01/2012,10
P286,Completed,02/01/2012,01/11/2013,allOther,2012 NOV MAJOR,A894  ,877333.89,897636.74,764182.68,897636.74,0.977381886,38,36,43.31304243,0,L,N,169,06/08/2012,877333.89,0,0,10,IC576,3,12856.9,30,2177.6,0,0,7431.8,3217.5,330.5,1854.4,3881.8,61,0,1972.6,54.8,4701.8,7988.6,4868.3,375.5,469.7,0,0,0,0,0,130,0,0,0,203.7,0,0,0,0,0,0,0,0,4191.8,0,649.3,219.5,6253.9,363.5,0,2470,3710,970,705,3709,3283,NA,4107,1.61,5184.4,3727,0.61,11/01/2012,32
P660,Completed,07/15/2013,07/31/2014,allOther,2014 FEB RELEASE 1,A2628 ,904216.46,922343.99,901876.99,922343.99,0.980346237,8,8,8.84743903,0,I,N,704,09/17/2013,653395.46,235773,15048,3,IC396,6,9914.5,41,2155.4,0,698,4024,2996.1,459,881,4289,187.5,2,999,152.5,2944.5,6322.6,3591.9,0,0,20,0,0,85.5,0,0,0,0,0,28,887,0,0,0,0,0,8160.5,82,0,0,535.5,116,0,0,0,3663,3441,4091,2058,4276,3960,NA,4176,-0.94,4769,2392,0.42,02/01/2014,196
P703,Completed,01/02/2014,12/30/2014,allOther,2014 AUG RELEASE 1,A2628 ,1202699.9,1204624,1089930,1204624,0.998402738,35,35,29.10119141,0,I,N,331,04/17/2014,1180090.9,3924,18685,7,IC396,12,18176,138,3830,0,746,8512,4950,763,1387,9524,277,1,1532,67,4625,12229,5947,0,0,0,0,0,111,0,0,0,0,0,8,1818,0,0,0,0,0,15766,19,0,0,334,120,0,0,0,3748,3244,4111,2976,4185,3850,NA,4401,-1.5,9125,5347,0.46,08/01/2014,2
P349,Completed,11/05/2012,09/24/2013,allOther,2013 JUN MAJOR,A2112 ,1071805.92,1078821.03,1147714.03,1147714.03,0.933861478,149,149,139.0177057,27.05713736,N,N,48,02/01/2013,839904.52,0,231901.4,2,IC180,6,13054.4,0,6122.4,0,0,3295.5,3636.5,219.5,381,6619.9,191,10,1004,84.5,4544.5,6415.5,6638.9,0,8,294.5,0,0,0,0,50,0,0,0,100,0,0,0,0,0,0,0,0,49.5,6,438.5,12107.9,0,0,0,3541,3589,1914,1173,3670,4242,NA,4089,-2,3144.5,508,0.07,06/01/2013,310
P635,Completed,08/01/2012,01/01/2014,allOther,,,774273.9,796305,781697,781697,0.990503865,12,12,15.49839146,0,F,Y,266,04/24/2013,387612.9,352054,34607,6,IC150,2,5391.9,0,2085.1,0,0,1025.1,2281.7,361.5,856,1974,62.3,18,1304.8,46.7,768.6,1411.1,3980.8,0,13,619.7,1093.8,0,2800.3,0,0,0,0,0,168,171,0,0,0,0,0,219,0,20,5,249.1,25,0,8,0,2573,1216,1224,4055,4118,4627,NA,4229,-1.13,1500,546,0.17,09/01/2013,214
P650,Completed,05/06/2013,05/06/2014,allOther,,,492034.82,547101,576152,576152,0.854001756,11,11,22.35614138,2.032376489,F,Y,441,08/01/2013,479149.82,0,12885,7,IC150,2,7288.9,0,2568.5,0,0,2100,2620.4,166,677,4003,3,0,752.5,177,1510.4,3311.4,3977.5,0,17,1186.3,0,0,2026,77,0,0,0,0,118,730,0,0,0,0,0,0,546.5,0,2356.1,120,73,39,0,0,3557,2655,2013,3728,4268,4435,NA,4127,-1.79,2664,1650,0.34,01/01/2014,126
P118,Completed,06/27/2013,04/30/2014,allOther,,,426195.92,469869,457070,457070,0.932452185,6,6,14.07803247,0,E,Y,627,08/28/2013,338091.62,71086.5,17017.8,8,IC150,0,5394.5,0,1761,71,0,2161.5,1401,256.5,425.5,3150,216.5,0,253,58,1035,2980.5,2414,0,0,66.5,0,0,280,0,0,0,0,0,0,200,0,0,0,0,0,0,0,4419.5,0,314.5,43,71,0,0,3708,2744,3888,2666,3975,4336,NA,4469,0.18,2435.5,1366,0.36,02/01/2014,178
P426,Completed,11/05/2013,08/12/2014,allOther,,,165518.78,165518.31,196816,196816,0.840982339,13,13,78.54093656,0,F,Y,100,02/26/2014,161168.78,0,4350,,IC150,4,2246,0,793,0,0,38,1415,179,627,500,2,0,449,49,440,268,1978,0,625,20,23,0,873.5,0,0,0,0,0,43.5,429,0,0,0,0,0,0,0,113,0,86,33,0,0,0,3950,3906,3931,2251,4325,4507,NA,4295,0.03,942,0,0,06/01/2014,309
P633,Completed,03/03/2014,11/17/2014,allOther,,,362624.68,362822,522723,522723,0.69372245,12,12,33.09206643,0,E,Y,277,05/08/2014,353634.68,0,8990,,IC150,5,5514,0,1324,0,160,1796,2234,147,472,2703,38,0,351,112,1691,3243,2271,20,317,39,27,0,1292,0,15,0,0,0,0,511,0,1128,0,0,0,0,21,840,2,68,44,1190,0,0,4205,4109,4160,2322,4434,4484,NA,4369,-1.37,3100,1318,0.4,09/01/2014,62
P598,Completed,02/13/2012,06/28/2013,allOther,2012 NOV MAJOR,A2020 ,1480932.42,1593267.06,1561028.85,1593267.06,0.929494155,18,18,12.15450466,0,K,N,653,07/10/2012,1480264.74,0,667.68,10,IC108,34,21509.1,0,4457.1,8,0,10091.5,6952.5,881.8,4638.7,6241.8,18.3,3,3122.5,92.3,6510.7,11973.1,9536,0,4904.2,11,0,0,15.5,0,0,0,0,0,1445.8,0,0,0,0,0,0,515.1,12864.1,75,1,485.3,208.5,983.6,0,0,2465,2312,2234,1427,4148,4273,NA,3589,0.06,9020.3,4878.6,0.41,11/01/2012,44
P681,Completed,02/27/2012,12/31/2013,allOther,2012 DEC MINOR,A2748 ,3132691.47,3233645.25,2874187.58,3233645.25,0.968780193,101,101,32.24064705,0,L,Y,233,08/31/2012,2779753.12,184040,168898.35,22,IC152,23,42251.2,3744.5,10831.6,0,201.2,16738.9,10735,4439.5,4704.7,14420.3,151.3,0,4022,4,14509.4,23199.3,19051.9,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,39657.3,1243,4,48.5,657.5,179.9,413,0,0,2422,1471,3329,922,3295,2910,NA,4091,-0.41,13681.9,5916,0.25,02/01/2013,58
P756,Completed,01/04/2012,02/28/2013,allOther,2012 AUG MAJOR,A1758 ,1330965.92,1365949.98,1111669.26,1366029.11,0.974332033,122,122,91.66275272,0.751334039,B,N,95,04/04/2012,1319794.19,10860,311.73,6,IC533,3,20059.6,169,5043.3,0,0,9910.9,4936.4,1076,1126.2,9439.9,402.5,3.5,2463.3,149.4,5398.8,13256.9,6802.7,0,12681.7,1747.4,0,0,19.8,2494.2,0,0,0,0,2247.4,0,0,0,0,0,0,0,0,30.5,11,797.5,30.1,0,0,0,3318,3723,2427,2808,3399,4669,NA,4209,-0.48,8815.8,5859,0.5,09/01/2012,4
P139,Completed,02/06/2012,09/27/2013,agile,2013 FEB MAJOR,A615  ,5261430.69,5251496.21,2947215.02,4633788.88,1.135448944,93,93,17.67580065,1.52049898,B,N,477,05/17/2012,4517387.46,445588.2,298455.03,19,IC533,0,69539.6,349,32908.8,0,0,23984.8,12297,1685.8,6255.3,36397.6,1017.7,27,5842.4,49,18264.8,32488,37051.6,0,51502.7,70,0,0,7096,0,0,96,0,0,317.5,0,0,7,0,0,0,0,22,1,1973.6,7693.5,744.3,0,16,0,3678,2385,3054,2304,4298,4191,NA,3215,-0.19,20431.6,14319,0.32,06/01/2013,37
P759,Completed,01/02/2012,01/01/2013,allOther,2012 NOV MAJOR,A1869 ,672975.56,677006.03,677006.03,677006.03,0.994046626,25,24,37.14845157,0,B,N,163,05/16/2012,645038.96,0,27936.6,4,IC561,2,8816.8,0,3640.1,0,0,2861.8,2314.9,420,987.6,2503.1,47.5,0,2714.6,73,2071,3717.6,5099.2,35,4407,183.5,0,0,13,0,0,0,0,0,844,0,0,0,0,0,0,0,0,3001.7,0,259.6,73,0,0,0,3455,3661,2690,1649,3579,4021,NA,4552,0.99,3307.1,1778,0.45,12/01/2012,2
P179,Completed,01/02/2013,10/03/2014,#N/A,2014 JUL RELEASE 2,A1869 ,915102.22,914705.98,914705.98,914705.98,1.000433188,11,#N/A,12.02051504,0,L,N,599,05/16/2014,824804.72,0,90297.5,3,IC533,8,11900.5,279,3053.5,30,0,4252,4286,1054.5,55,4312,57,0,2918.5,221.5,3282,6552,5348.5,1073,1634,46,0,0,38,112,2204.5,0,581,0,59,0,0,0,0,0,16,0,0,5428,0,679,0,30,0,0,3287,3276,2788,2405,4225,3313,NA,4314,,,,,,
P192,Completed,01/02/2012,03/29/2013,allOther,2012 NOV MAJOR,A159  ,2661366.05,2786941.2,3078003.36,3143047.3,0.846747057,97,97,36.44744773,1.502987535,F,N,229,04/11/2012,2660607.11,0,758.94,12,IC533,62,39898.4,42,5742.9,0,0,22779.2,11334.3,798.5,4622.1,16782.3,371.6,4,4721.1,241.5,12357.3,28131.1,11767.3,0,0,31021.6,0,0,84,0,0,0,0,0,192,0,0,7568.2,0,0,0,0,0,0,1,970.6,3,0,58,0,3400,3627,2759,3783,4206,4269,NA,4903,-1.24,18008.1,13298.6,0.6,11/01/2012,2
P549,Completed,03/22/2012,01/09/2014,allOther,(blank),A2629 ,2135136.44,2070251.07,1991751.96,2181299.07,0.978837093,40,40,18.73416577,0,B,N,565,07/18/2013,2071334.44,7506,56296,16,IC533,20,32399.2,433,9186.6,0,0,15588.9,7190.7,1080.5,2217.3,19294.2,506.6,8,2410.3,122.9,6759.4,20527.7,11871.5,0,13047.7,2981.4,0,0,29,12510.5,6,0,0,0,694,0,40,30,0,0,255.5,0,0,1482.7,26,1292.4,4,0,0,0,3505,4004,2087,1769,4245,3605,NA,4197,-1.39,16518.5,10907.7,0.48,11/01/2013,82
P589,Completed,01/02/2012,01/04/2013,allOther,2012 NOV MAJOR,A889  ,1576710.94,1595958.36,1595958.36,1595958.36,0.987939898,81,80,51.37276462,3.805389972,B,N,155,05/17/2012,1576710.94,0,0,14,IC533,12,23774.7,30,7765.7,0,0,12046.9,3932.1,768,1291.2,10375.1,331.2,0,3047.7,131,7830.5,14458.5,9316.2,0,14511.7,4986.7,0,0,17,655,0,0,0,0,2129.9,0,0,0,0,0,0,0,0,0,246.5,1177.9,50,0,0,0,3945,3409,3924,3698,4337,4380,NA,4365,0.32,8268.1,6332.5,0.51,11/01/2012,2
P185,Completed,02/20/2012,01/30/2013,allOther,2012 AUG MAJOR,A1677 ,2859302.8,2899826,2899826,2899826,0.986025644,102,102,35.6730319,0,P,N,279,05/29/2012,2859302.8,0,0,12,IC561,18,45097.7,68,7249.1,0,0,27082.7,10697.9,434,4005,24007.3,152,0,2158.5,90.5,14250.4,33947.1,11150.6,130,30,40,0,0,117,0,64.8,0,0,0,12,0,0,0,0,0,0,0,0,146,0,827.8,68,36454.1,7208,0,3493,4064,3453,3248,3228,3516,NA,4320,0.32,23058.2,16961.8,0.6,11/01/2012,51
P122,Completed,02/20/2012,10/21/2013,allOther,2013 AUG MAJOR,A1287 ,2646889.67,2640067.35,2661537.35,2661537.35,0.994496534,16,16,6.044830724,1.133405761,P,N,1661,03/07/2013,2581320.69,0,65568.98,5,IC192,19,37291.7,184,12470.7,0,0,11417.3,13219.7,1564.5,7565.5,17448.8,574.9,29,6049,150,3910,15585.4,21706.3,36,30,181,0,0,1,80,10,0,0,0,61,0,0,0,0,0,0,0,0,77,0,3689.5,345,1440,31341.2,0,3013,2785,2144,3866,4035,4112,NA,4007,-1.04,17564,9003,0.34,08/01/2013,51
P220,Completed,04/16/2012,05/31/2013,allOther,,,352223.07,382697.93,382697.93,382697.93,0.92036837,13,12,36.90842851,2.839109886,E,N,201,,351491.55,0,731.52,8,IC396,10,5055.7,197.5,3439,0,0,842.4,576.8,208.5,234,1964.1,32,0,1018.1,26.5,1572.5,1075.2,3980.5,0,250.7,0,0,0,3636.4,0,0,0,0,0,20,117,0,511,0,0,0,0,8.5,0,0,137.1,374,1,0,0,3775,3438,2783,355,4288,4267,NA,4097,-0.8,279,73,0.03,12/01/2012,107
P271,Completed,07/05/2012,06/04/2013,allOther,,,252769.23,264108,181078,244740,1.032807183,3,3,11.86853321,0,E,Y,409,09/28/2012,229321.99,23001,446.24,3,IC257,3,3149.3,0,1635.1,0,0,782.6,731.6,280,165,783.3,184,3,895.2,1,837.8,1350.2,1799.1,0,97,0,0,0,1842.6,0,0,0,0,0,67,286.8,0,426,0,0,0,85,0,0,1,296.4,47.5,0,0,0,3486,3899,4180,601,4319,4002,NA,4715,0.14,783.8,425,0.35,12/01/2012,187
P768,Completed,04/23/2012,03/01/2013,allOther,,,560920.29,603835.68,583836.06,583836.06,0.960749649,212,204,377.9503145,12.47949152,E,N,17,07/27/2012,560142.36,0,777.93,12,IC396,25,8287.9,937,4758.1,0,0,2124.7,468.1,589.5,339.5,2441,240.5,0,1208.1,79.5,3389.8,2522.3,5765.6,0,758.8,8,0,0,5584.1,0,0,0,0,0,415.9,117,0,7,0,0,0,994.1,24,0,1,342.5,31.5,4,0,0,3565,3729,4220,677,3575,4247,NA,4028,-1.1,671.9,485,0.14,12/01/2012,114
P721,Completed,01/07/2013,11/21/2013,allOther,,,179384.26,187637.46,187637.46,187637.46,0.956015179,4,4,22.29850044,0,E,N,198,03/12/2013,170343.22,0,9041.04,3,IC396,13,2341.8,65.5,1837.8,0,0,220,218.5,95,140.5,554.8,90,10,642.1,68.8,740.6,407.5,1934.3,0,40,10,0,0,1261.2,0,0,0,0,0,53,694.1,0,0,0,0,0,0,0,0,4.5,245,34,0,0,0,4100,3757,4356,2408,4325,4570,NA,4174,0.14,59.5,51,0.06,08/01/2013,7
P306,Completed,03/12/2012,08/30/2013,allOther,,,405426.07,404634.97,380741.67,386599.67,1.048697403,1,0,2.46654094,0,E,N,1231,10/05/2012,167396.97,92000,146029.1,5,IC396,4,2268,2,1847.5,0,0,199.5,219,70.5,140,1020.5,0,5,718.6,10,303.4,132.5,2135.5,0,112,8,0,0,1314.4,0,0,0,0,0,0,267.6,0,360,0,0,0,0,0,0,0,197,9,0,0,0,3635,3565,2661,526,3908,4346,NA,3999,-0.43,111,0,0,NA,72
P262,Completed,02/06/2012,05/03/2013,allOther,2013 FEB MAJOR,A159  ,6955296.85,7062812.87,7628994.8,7062812.87,0.984777167,389,389,55.92859779,1.581528472,M,N,198,08/16/2012,6784073.64,121481,49742.21,17,IC345,13,106897.8,1202,23641.4,0,182,55234.1,26638.3,3469.8,11468,62001.9,1251.5,49,4968.6,487,23202,70776.5,36121.3,88.5,25344.9,33239.1,0,0,538.5,484,859,0,0,0,3191.7,0,0,2206.8,0,0,96,2567.8,4980.5,501.6,12969.1,17410.9,475.6,1471.3,472.5,0,3155,3449,2203,2748,3671,4200,4209,4197,-0.86,59586.9,39985.4,0.52,02/01/2013,37
P625,Completed,02/06/2012,01/25/2013,allOther,2012 NOV MAJOR,A2406 ,1591147.68,1655403,1658365,1658365,0.959467717,206,206,129.4662982,3.142385878,G,Y,69,06/04/2012,1590077.68,1070,0,7,IC150,10,24214.6,0,3708.9,0,0,14302.8,6202.9,527.5,1016.6,12708,265.1,0,2996.2,23,6678.2,18021.8,6192.8,155,10,55,0,0,0,0,20470.6,0,0,0,139,0,201,0,0,0,0,0,209,0,0,778,18,208,1971,0,2458,1005,3183,2603,3928,4481,NA,3785,-1.27,12362.5,9339,0.66,11/01/2012,37
P705,Completed,01/02/2012,02/08/2013,allOther,2012 AUG MAJOR,A132  ,2209314.45,2204410,2164208,2204410,1.002224836,91,90,41.18924764,1.357887285,F,Y,247,03/16/2012,2205198.45,0,4116,15,IC315,57,35002.8,156,9945.6,0,0,17426.2,7475,1230,2947.4,18028.1,275.5,0,2196.8,152.8,10172.2,22911.8,12091,0,5889.9,10839.2,0,0,14,0,50,1775.5,0,0,2115,0,0,48,0,0,0,156.5,2761.4,1,3728.4,6542.8,1081.1,0,0,0,3558,2466,3509,3006,3898,4365,NA,4002,-1.76,15054.1,11036.2,0.5,09/01/2012,2
P707,Completed,06/05/2012,04/11/2014,agile,2013 AUG MAJOR,A1874 ,12633699.17,12633686,11578230,12633686,1.000001042,158,158,12.50623415,1.266454091,P,Y,870,02/27/2013,12330456.17,58704,244539,87,IC257,108,193898.6,873,21989.9,0,284.3,119880.4,50871,5496.3,21690.3,110305.8,1107.1,22,8785.2,94.5,46397.4,148138.4,45760.2,1404.4,2104.5,3.5,0,739.5,0,3857,3226.9,0,0,0,2435,0,788.5,20,596,0,0,0,7,5868.6,26,4380.7,50,39694.3,128696.7,0,2899,3204,2490,1694,4232,4253,NA,4107,-1.64,122225.8,83018.3,0.6,11/01/2013,157
P416,Completed,09/10/2012,04/04/2014,agile,(blank),A2126 ,8140594.85,8159341,7865908,8294856,0.981402793,461,460,56.62976828,1.474093751,G,Y,144,02/28/2013,6525992.7,5464.8,1609137.35,32,IC257,52,102249.6,0,14630,0,0,64052,23567.6,1722.5,8333.6,56384.3,586.1,12.5,5584.5,95,29531.1,77909.1,24340.5,1302,105,274.5,0,0,39.5,0,84193.4,0,0,0,305.5,0,70,0,40,0,0,0,0,659.9,0,2485.6,0,190,12584.2,0,2202,1555,1730,1326,2360,4493,NA,4135,-0.97,57351.1,42713,0.64,09/01/2013,254
P238,Completed,01/02/2013,02/28/2014,allOther,,,2674370.91,2674704,2370289,2723110,0.982101682,151,45,56.46187649,0,L,Y,248,05/14/2013,1437294.36,0,1237076.55,14,IC257,0,21585.9,0,5841.6,0,0,10493,5251.3,663,1686.7,8808.9,100.1,14,2507,201,7605.2,14357,7228.9,733.1,1464.9,228,0,0,36.5,734.5,345,0,0,0,1764.8,0,0,0,0,0,0,0,0,13703.2,1,1496.1,150,649,279.8,0,3850,4597,2541,3973,4361,3514,NA,4352,-1.48,9111.3,5478,0.49,09/01/2013,2
P112,Completed,01/14/2013,12/31/2014,allOther,2013 AUG MAJOR,A1869 ,2741127.56,2724856,1483715,2494520,1.098859725,179,82,65.30159436,0.729626753,O,Y,182,06/17/2013,2130042.76,0,611084.8,18,IC257,11,31257.5,0,4387,0,694,16512.8,9663.7,767,2406.3,11794.9,32,20,4805,256.3,11176,21532.7,9724.8,34.3,1054,0,0,0,0,0,5448,0,0,0,359.9,0,0,10,0,0,0,0,0,16108.4,2,857.5,76,5405.4,1902,0,3792,4234,3331,1544,4329,3640,NA,4164,-0.71,12593.3,8479,0.57,09/01/2014,14
